counter,Session.ID,FailingMethod,Question.ID,Answer.duration_seconds,Answer.timestamp,Answer.confidence,Answer.difficulty,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage
640,10ai5A-5g20-1,HIT03_6,16,398.935,Sun 2015 Jul 12 08:04:54.14,3,3,0,1,0,0,NO,1,maybe accouter the Failure if input is empty. otherwise is not passable.  ,1,1,20iA3a-7c0-89:98iC3e-9a0-9-6:82Ig0g4c090,5,Professional_Developer,2,27,Male,University,India,C++
644,195ga9I2e-3-3-2,HIT03_6,27,269.151,Tue 2015 Jul 07 10:27:55.44,5,1,0,0,0,1,YES,3,It isn't directly related to the error; but the variable c is populated with the character that is returned from the codePointAt method. The codePointAt method is where the exception is occurring.,1,2,355Aa-2E7e8-97,4,Professional_Developer,10,33,Male,University,United States,Java
650,207EC-7E-4E-9-1-3,HIT03_6,27,191.34,Wed 2015 Jul 08 09:39:10.19,5,3,0,1,0,0,NO,2,None. The variable c is only used to define what char needs to be put to the writer class to write it to a file. The index out of range is cause by another call or line in the code like it is trying to get a certain value at a certain index which is not defined or is out of bound.,1,2,103Ee-8a6i-3-7-8:873AG0a3i770,4,Professional_Developer,10,35,Male,University;Other Work,United States of America,Java; PL/SQL
657,14ii-4i4I-956,HIT03_6,27,601.344,Sat 2015 Jul 11 23:04:51.97,3,4,0,1,0,0,NO,2,Translate overloaded methods need to create to resolve compilation issue then there won't be any issue with character 'c',1,2,29ii5g2i4-31,5,Professional_Developer,2,30,Male,University,USA,java; peoplesoft
658,11Ge1c0a-651,HIT03_6,27,578.972,Sun 2015 Jul 12 07:45:08.13,4,2,0,1,0,0,NO,2,"There is no reason why the character array should throw such an error.  The ""write"" method will accept a character array and write to it.  That is true even if there were no characters to write.",1,2,45ea8E6e0-10:95cg-5I0I151,4,Professional_Developer,22,37,Male,High School;University;Web,United States,C#; PL/SQL; SQL; Java; JavaScript; PHP
659,5eG-1G-6G-541,HIT03_6,27,213.467,Sun 2015 Jul 12 11:10:57.56,3,3,0,1,0,0,NO,1,may be the reason but not clear in the code array have to converted data from codePointAt() function.,1,2,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
660,4CE5a-5e-79-6,HIT03_6,27,332.593,Sun 2015 Jul 12 14:55:08.52,4,3,0,0,0,1,YES,1,here the range of the char array has not been dimensioned nor does the assignment in line 87 specify the elements of the character array hence the returned error.,1,2,47iC7C7I-8-2-2,3,Professional_Developer,30,43,Male,High School;University;Web;Other books,USA,vb.net; vbscript; vba
661,711gE8i-5c9-20,HIT04_7,59,316.157,Tue 2015 Jul 07 10:32:22.82,1,5,0,0,0,1,YES,1,Line 301 is calling assessor functions to set variables to be used to calculate the MaxMiddleIndex. Since the assertion fails when checking the MaxMiddleIndex it is likely there is something wrong with the assessor functions or how the value they return is being manipulated.,2,1,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
666,646gC-5E-7G-5-8-3,HIT04_7,59,278.743,Tue 2015 Jul 07 12:50:41.16,0,3,0,0,0,0,IDK,1,There appears to be missing code.,2,1,749ei0A6I-20-1,4,Professional_Developer,15,41,Male,University,USA,C#
668,711gE8i-5c9-20,HIT04_7,59,449.828,Tue 2015 Jul 07 17:09:38.09,5,3,0,0,0,1,YES,1,using minMiddleMindex there ... ? whoops! maybe if the variable names were less insane and verbose (and the methods less verbose) then they would more easily catch errors like that.,2,1,270ie-2C-4c-550:97ai0I-8C871,5,Professional_Developer,20,25,Male,High School;University;Other as long as i can remember honestly,USA,c++
672,646gC-5E-7G-5-8-3,HIT04_7,59,75.161,Wed 2015 Jul 08 13:08:46.21,4,4,0,0,0,1,YES,1,there is no clear invocation of functions,2,1,1007Ce4C-7e-8-3-7,3,Professional_Developer,2,26,Female,High School;University;Web,USA,java
673,633Ce7G-8e-9-7-3,HIT04_7,59,1240.757,Wed 2015 Jul 08 15:37:06.04,4,4,0,1,0,0,NO,1,The issue is probably at line 304. There is no 'else' part for the 'if' check at 304 which can lead it to use values from previous iterations.,2,1,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
674,620eC8I3e7-23,HIT04_7,59,509.675,Wed 2015 Jul 08 18:27:52.64,5,3,0,1,0,0,NO,1,This call-chain is consistent with other lines that call the same.  My guess would be that there's a problem with one of the methods being called; not the chain itself.,2,1,1159AI-9A9g2-1-9,5,Professional_Developer,20,35,Male,Other Self-taught as a child,United States,Javascript
675,594Gg1i5c-485,HIT04_7,59,86.595,Thu 2015 Jul 09 07:41:22.92,3,3,0,1,0,0,NO,1,i tested and i checked,2,1,1367Cg2a9C-61-4,4,Professional_Developer,3,27,Male,University;Web,india,java
679,77Ic-6e4C1-50,HIT04_7,59,1015.295,Fri 2015 Jul 10 20:24:48.90,4,2,0,0,0,1,YES,1,You want to check for maxMiddleIndex to see if its value makes sense with the updated bounds. However; when calculating the maxMiddleIndex; you use this.minMiddleIndex instead of this.maxMiddleIndex as your index for retrieving the period. This should give you the wrong time span.,2,1,9GI2A-8C06-5,5,Professional_Developer,8,26,Male,High School;University,USA,Java; Ruby
680,64AA-7C1e0-89,HIT04_7,59,2465.728,Sat 2015 Jul 11 11:22:03.89,5,5,0,0,0,1,YES,1,Yes; since the method invocations are part of an expression to get the value for variable e where its result impacts the value to set for the maxMiddleIndex variable. But there should be no issue or error on the usage of the method invocations. The error encountered is just a result of an assertion where the expected result is different from the one being returned.  ,2,1,33IE-8g0A9-7-8,5,Professional_Developer,8,35,Male,University;Web;Other Work,United States of America,Java; PHP
681,711gE8i-5c9-20,HIT04_7,46,80.013,Tue 2015 Jul 07 10:33:42.83,4,4,0,1,0,0,NO,2,The assertion fails when looking at the MaxMiddleIndex. Since line 274 only deals with the MaxStart and MaxStart isn't used when calculating the MaxMiddleIndex; the error doesn't deal with line 274.,2,2,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
685,646gC-5E-7G-5-8-3,HIT04_7,46,63.598,Tue 2015 Jul 07 12:51:44.76,0,3,0,0,0,0,IDK,2,Incomplete source code.  Where is SimpleTimePeriod class defined?,2,2,749ei0A6I-20-1,4,Professional_Developer,15,41,Male,University,USA,C#
687,711gE8i-5c9-20,HIT04_7,46,107.58,Tue 2015 Jul 07 17:11:25.67,5,3,0,1,0,0,NO,2,nope ... i believe it looks fine to me.,2,2,270ie-2C-4c-550:97ai0I-8C871,5,Professional_Developer,20,25,Male,High School;University;Other as long as i can remember honestly,USA,c++
691,646gC-5E-7G-5-8-3,HIT04_7,46,137.11,Wed 2015 Jul 08 13:11:03.32,4,4,0,0,0,1,YES,2,misuse of invocation; syntax should be changed,2,2,1007Ce4C-7e-8-3-7,3,Professional_Developer,2,26,Female,High School;University;Web,USA,java
692,633Ce7G-8e-9-7-3,HIT04_7,46,86.033,Wed 2015 Jul 08 15:38:32.07,4,3,0,1,0,0,NO,2,The issue is probably at line 304. There is no 'else' part for the 'if' check at 304 which can lead it to use values from previous iterations.  The line 274 gets the value from the collection. I don't see any issue with it.,2,2,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
693,620eC8I3e7-23,HIT04_7,46,85.677,Wed 2015 Jul 08 18:29:18.32,5,2,0,1,0,0,NO,2,As before; this chaining is consistent with chaining elsewhere.  It appears this getPeriod().getStart().getTime() is used significantly enough to trust that the chain isn't going to be the cause.  Additionally; we're clearly not getting any compile-time errors.    I blame one of the individual calls.,2,2,1159AI-9A9g2-1-9,5,Professional_Developer,20,35,Male,Other Self-taught as a child,United States,Javascript
694,594Gg1i5c-485,HIT04_7,46,103.268,Thu 2015 Jul 09 07:43:06.19,4,2,0,0,0,1,YES,2,some classic interface errors are occured,2,2,1367Cg2a9C-61-4,4,Professional_Developer,3,27,Male,University;Web,india,java
699,66Ag-7g4e-2-8-1,HIT04_7,46,45.997,Fri 2015 Jul 10 21:57:34.01,5,3,0,1,0,0,NO,2,Not where the problem is.,2,2,47Gi2a9C33-3,4,Professional_Developer,25,53,Male,University,US,perl; c; javascript; php
700,66Ca0C2e-63-1,HIT04_7,46,103.785,Sat 2015 Jul 11 10:11:45.03,3,3,0,1,0,0,NO,2,not supported jdk jar libs,2,2,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
701,709Ie8c8G8-4-1,HIT04_7,61,350.264,Tue 2015 Jul 07 10:34:09.67,1,5,0,0,0,1,YES,1,This line is causing a 3 to be returned; but it's not clear what the function is supposed to do so I can't say for sure.,3,2,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
702,657eG-1I5i346,HIT04_7,61,197.188,Tue 2015 Jul 07 12:18:51.58,5,4,0,1,0,0,NO,1,the method getMaxMiddleIndex is not called from the given source code,3,2,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
703,631CG1A-6g4-7-7,HIT04_7,61,229.05,Tue 2015 Jul 07 13:18:50.02,3,4,0,1,0,0,NO,1,i think there is no issue at all because; syntax is correctly used above,3,2,107Ce2c-1i556:801ei3E-4g6-34,3,Professional_Developer,4,30,Male,University;Web,indian,dot net and core java
709,644GI0c3i153,HIT04_7,61,22.939,Wed 2015 Jul 08 13:22:29.81,4,2,0,1,0,0,NO,1,there is no issue,3,2,1023eg-8i1C506,4,Professional_Developer,2,26,Female,High School;University,USA,java
712,605gg-8i4C-3-3-8,HIT04_7,61,250.451,Thu 2015 Jul 09 00:29:13.36,4,3,0,1,0,0,NO,1,junit.framework.AssertionFailedError: expected:  at junit.framework.Assert.assertEquals(Assert.java:71).    Printing getClass() for each object. There are chances that one is an Integer while the other is a Long. Or perhaps one is a String. Anyway; they are two different objects that have the same toString() representation; but are not equal because their classes are incompatible.   ,3,2,1297gA-5c-6e-204,5,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
713,566aC7G7c-7-8-6,HIT04_7,61,1486.719,Fri 2015 Jul 10 14:35:52.21,3,4,0,1,0,0,NO,1,The expected does not match the actual.Hence the error.,3,2,1559gE-3I4e-4-52,4,Professional_Developer,7,32,Female,University,USA,C;C++;Java
715,75gC-3i1i06-2,HIT04_7,61,1477.009,Fri 2015 Jul 10 20:44:55.38,3,4,0,1,0,0,NO,1,I don't believe there is a problem there because it looks like only 1 time period is added to 's' so I think this.maxMiddleIndex would be assigned 0 because index is 0 at that point.  I would need to know what this.maxMiddleIndex is initialized to.,3,2,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
718,51II-4g-4c-3-8-1,HIT04_7,61,333.491,Sat 2015 Jul 11 17:46:42.84,0,4,0,0,0,0,IDK,1,The layout of the code is truly hard to follow along with very similar variable names,3,2,1198eA8G-7e7-7-3:120Gc-7G5G4-5-4,4,Professional_Developer,10,33,Female,University,USA,jav
721,708Ai-6c-3A-45-7,HIT04_7,62,313.788,Tue 2015 Jul 07 10:34:30.46,4,2,0,1,0,0,NO,1,Line 312-321 deal with MinEndIndex; while the error is on MaxMiddleIndex.,10,4,270eG-5c6A3-46:65eI-2i-2I-9-36,5,Professional_Developer,20,38,Male,High School;University;Other On the job,USA,C#
730,643gE4i-1I75-9,HIT04_7,62,653.661,Wed 2015 Jul 08 13:41:11.87,4,4,0,1,0,0,NO,1,Lines 312-321 are related to minEndIndex but assertEquals has getMaxMiddleIndex as its second param.,10,4,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
734,604CI7e1e-6-3-9,HIT04_7,62,156.818,Thu 2015 Jul 09 01:30:19.95,4,3,0,1,0,0,NO,1,I think no errors in the particular line.,10,4,1303cA-9c3g-609,3,Professional_Developer,4,33,Male,University,India,5
738,62Ac7C-4C19-6,HIT04_7,62,218.785,Fri 2015 Jul 10 22:22:07.29,4,3,0,1,0,0,NO,1,That code has nothing to do with the failure.,10,4,91Ca-7G6e-5-5-6,4,Professional_Developer,25,53,Male,University,US,perl; c; javascript; php
740,44ec-2c3i246,HIT04_7,62,751.868,Sat 2015 Jul 11 19:59:58.24,0,3,0,0,0,0,IDK,1,I need to understand better what this program does. The test is running different method than the one coded below.,10,4,24cc-9i1a-4-81,3,Professional_Developer,10,52,Male,University,USA,Java; SQL
741,711gE8i-5c9-20,HIT04_7,33,98.554,Tue 2015 Jul 07 10:35:21.39,2,2,0,1,0,0,NO,3,"the ""period"" variable is used to set the start; end; and middle variables but these aren't used when calculating the MaxMiddleIndex. Therefore; it doesn't appear they're affecting the failure.",1,1,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
744,646gC-5E-7G-5-8-3,HIT04_7,33,34.386,Tue 2015 Jul 07 12:52:19.15,0,3,0,0,0,0,IDK,3,Incomplete source code.,1,1,749ei0A6I-20-1,4,Professional_Developer,15,41,Male,University,USA,C#
747,711gE8i-5c9-20,HIT04_7,33,73.944,Tue 2015 Jul 07 17:12:39.61,5,1,0,1,0,0,NO,3,nope; although the fact there's a TimePeriod called period and TimePeriodValue going on could definitely screw some people up; no doubt.,1,1,270ie-2C-4c-550:97ai0I-8C871,5,Professional_Developer,20,25,Male,High School;University;Other as long as i can remember honestly,USA,c++
751,646gC-5E-7G-5-8-3,HIT04_7,33,27.374,Wed 2015 Jul 08 13:11:30.69,4,4,0,1,0,0,NO,3,we can use period; as it is not keyword,1,1,1007Ce4C-7e-8-3-7,3,Professional_Developer,2,26,Female,High School;University;Web,USA,java
752,633Ce7G-8e-9-7-3,HIT04_7,33,174.817,Wed 2015 Jul 08 15:41:26.89,3,2,0,1,0,0,NO,3,As far as I see; I am not sure of TimePeriod class architecture and cannot comment on it confidently. However; if it is from a reputed dependency; then it should not be causing any problem.,1,1,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
753,620eC8I3e7-23,HIT04_7,33,29.263,Wed 2015 Jul 08 18:29:47.58,5,1,0,1,0,0,NO,3,"If the type of ""period"" were a problem; we would've received a compile-time error.",1,1,1159AI-9A9g2-1-9,5,Professional_Developer,20,35,Male,Other Self-taught as a child,United States,Javascript
754,594Gg1i5c-485,HIT04_7,33,90.683,Thu 2015 Jul 09 07:44:36.87,4,3,0,0,0,1,YES,3,class interface errors are accurate ,1,1,1367Cg2a9C-61-4,4,Professional_Developer,3,27,Male,University;Web,india,java
760,57EE5E4g0-6-4,HIT04_7,33,76.04,Sat 2015 Jul 11 12:32:17.92,0,5,0,0,0,0,IDK,2,I am not sure about this.,1,1,90Ge-2g-4c24-7,5,Professional_Developer,3.5,26,Male,University,India,Java
761,709Ie8c8G8-4-1,HIT04_7,48,85.744,Tue 2015 Jul 07 10:35:35.42,0,3,0,0,0,0,IDK,2,This block modifies minMiddleIndex which is later used as to determine maxMiddleIndex; but I can't tell for sure because it's not clear what this function is supposed to do.,13,4,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
762,657eG-1I5i346,HIT04_7,48,138.103,Tue 2015 Jul 07 12:21:09.68,4,4,0,1,0,0,NO,2,The method getMaxMiddleIndex doesn't get called in the given source code,13,4,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
763,631CG1A-6g4-7-7,HIT04_7,48,289.441,Tue 2015 Jul 07 13:23:39.46,3,3,0,1,0,0,NO,2,in line 284 for the conditional clause is correctly used and formula is also correct but in line 296; the function which is used updateBounds(tpv.getPeriod(); i); is not getting me to answer.,13,4,107Ce2c-1i556:801ei3E-4g6-34,3,Professional_Developer,4,30,Male,University;Web,indian,dot net and core java
769,644GI0c3i153,HIT04_7,48,12.998,Wed 2015 Jul 08 13:22:42.81,3,4,0,1,0,0,NO,2,there is no issue,13,4,1023eg-8i1C506,4,Professional_Developer,2,26,Female,High School;University,USA,java
772,605gg-8i4C-3-3-8,HIT04_7,48,409.067,Thu 2015 Jul 09 00:36:02.42,4,4,0,0,0,1,YES,2,I guess the formula for getting the value of long e 'long minMiddle = s + (e - s) / 2' has to be changed.    It reads the index value long e and long s; but not both at a time. Finally it shows a bad comparison failure message when using assertEquals(String; String). ,13,4,1297gA-5c-6e-204,5,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
773,566aC7G7c-7-8-6,HIT04_7,48,45.474,Fri 2015 Jul 10 14:36:37.69,3,4,0,1,0,0,NO,2,The expected does not match the actual.Hence the error.,13,4,1559gE-3I4e-4-52,4,Professional_Developer,7,32,Female,University,USA,C;C++;Java
775,76ga4A9i41-7,HIT04_7,48,73.737,Fri 2015 Jul 10 20:23:59.35,2,4,0,0,0,1,YES,2,this.minMiddleIndex is likely less than 0; so it just gets set to the index value. ,13,4,17aA-9e6i460,4,Professional_Developer,3,25,Female,Web,United States,python; php; javascript
777,64AA-7C1e0-89,HIT04_7,48,111.133,Sat 2015 Jul 11 11:23:55.02,5,5,0,1,0,0,NO,2,No; the variable being set on those lines is for the variable minMiddleIndex. The one being tested is the value for maxMiddleIndex variable.,13,4,33IE-8g0A9-7-8,5,Professional_Developer,8,35,Male,University;Web;Other Work,United States of America,Java; PHP
778,53IA-2C-3i-80-7,HIT04_7,48,185.99,Sat 2015 Jul 11 13:42:14.00,3,3,0,1,0,0,NO,1,I did not find anything wrong.,13,4,108Eg9e-4i-5-42,5,Professional_Developer,3,33,Male,High School,INDIA,C#
780,17iC-7G0e-812,HIT04_7,48,219.527,Sun 2015 Jul 12 20:38:34.41,5,1,0,1,0,0,NO,2,It has no effect on MaxMiddleIndex.,13,4,83aa-2a3G4-14,4,Professional_Developer,20,32,Male,Other Self Taught,US,C++
781,708Ai-6c-3A-45-7,HIT04_7,49,69.926,Tue 2015 Jul 07 10:35:40.38,3,2,0,1,0,0,NO,2,The variable declaration is not causing the exception raised.,1,1,270eG-5c6A3-46:65eI-2i-2I-9-36,5,Professional_Developer,20,38,Male,High School;University;Other On the job,USA,C#
790,643gE4i-1I75-9,HIT04_7,49,68.29,Wed 2015 Jul 08 13:42:20.16,4,4,0,1,0,0,NO,2,The control doesn't go in to the if block as the index is less than 0,1,1,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
794,604CI7e1e-6-3-9,HIT04_7,49,83.256,Thu 2015 Jul 09 01:31:43.20,4,4,0,1,0,0,NO,2,There is no issue.,1,1,1303cA-9c3g-609,3,Professional_Developer,4,33,Male,University,India,5
797,75gC-3i1i06-2,HIT04_7,49,239.593,Fri 2015 Jul 10 20:48:54.97,4,3,0,1,0,0,NO,2,I don't believe there is.  I looked up TimePeriodValues online and it looks fine.  The error seems to indicate that somehow; maxMiddleIndex is being assigned the TimePeriod's value.,1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
799,46CG5G7I-956,HIT04_7,49,87.353,Sat 2015 Jul 11 19:41:57.18,2,1,0,1,0,0,NO,2,s seems to assigned corrrectly,1,1,14Gg6e1I7-56,5,Professional_Developer,28,52,Male,University;Other On the job,USA,C++; C#; Javascript; Python
800,36cG-8a-6a005,HIT04_7,49,155.946,Sat 2015 Jul 11 21:45:17.17,4,3,0,1,0,0,NO,2,"The ""s"" variable is used to get the ""maxMiddleIndex""; which is what is being compared to 1. We were able to get a value (""3"") with that function call; so ""s"" isn't the problem.",1,1,57Ai4C-7E67-1,5,Professional_Developer,6,29,Female,University;Other On the job,United States,C++
801,708Ai-6c-3A-45-7,HIT04_7,36,42.21,Tue 2015 Jul 07 10:36:22.59,4,2,0,1,0,0,NO,3,The variable declaration is not related to the exception raised on MaxMiddleIndex.,1,1,270eG-5c6A3-46:65eI-2i-2I-9-36,5,Professional_Developer,20,38,Male,High School;University;Other On the job,USA,C#
810,643gE4i-1I75-9,HIT04_7,36,78.399,Wed 2015 Jul 08 13:43:38.56,4,5,0,1,0,0,NO,3,the statement assigns a value to the variable start.,1,1,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
814,604CI7e1e-6-3-9,HIT04_7,36,109.389,Thu 2015 Jul 09 01:33:32.59,4,3,0,1,0,0,NO,3,No issue.,1,1,1303cA-9c3g-609,3,Professional_Developer,4,33,Male,University,India,5
817,76ga4A9i41-7,HIT04_7,36,73.691,Fri 2015 Jul 10 20:25:13.04,2,3,0,1,0,0,NO,3,I don't think it's being used any of the conditional statements that determine the middlemaxindex.,1,1,17aA-9e6i460,4,Professional_Developer,3,25,Female,Web,United States,python; php; javascript
821,709Ie8c8G8-4-1,HIT04_7,35,59.756,Tue 2015 Jul 07 10:36:35.17,4,2,0,1,0,0,NO,3,Start seems to be being set correctly.,1,1,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
822,657eG-1I5i346,HIT04_7,35,66.693,Tue 2015 Jul 07 12:22:16.38,4,4,0,1,0,0,NO,3,the variable start will not affect the test case as per the source code,1,1,1014aA5c4G-408:694aI4G-3E-8-3-6,5,Professional_Developer,3,25,Male,University,India,c#
823,631CG1A-6g4-7-7,HIT04_7,35,70.855,Tue 2015 Jul 07 13:24:50.32,4,4,0,0,0,1,YES,3,because there is integer is used in place of date time data types,1,1,107Ce2c-1i556:801ei3E-4g6-34,3,Professional_Developer,4,30,Male,University;Web,indian,dot net and core java
829,644GI0c3i153,HIT04_7,35,27.709,Wed 2015 Jul 08 13:23:10.51,4,4,0,1,0,0,NO,3,there is no issue as we can use start as varibale as it is not a keyword,1,1,1023eg-8i1C506,4,Professional_Developer,2,26,Female,High School;University,USA,java
832,605gg-8i4C-3-3-8,HIT04_7,35,136.535,Thu 2015 Jul 09 00:38:18.96,4,3,0,1,0,0,NO,3,There was no problem by using start with long data type; but make sure shouldn't be a repeated/similar variable used within the main class.,1,1,1297gA-5c-6e-204,5,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
833,566aC7G7c-7-8-6,HIT04_7,35,27.27,Fri 2015 Jul 10 14:37:04.96,3,3,0,1,0,0,NO,3,The expected does not match the actual.Hence the error.,1,1,1559gE-3I4e-4-52,4,Professional_Developer,7,32,Female,University,USA,C;C++;Java
835,77Ic-6e4C1-50,HIT04_7,35,53.432,Fri 2015 Jul 10 20:34:09.91,5,3,0,1,0,0,NO,3,No issue apparent.,1,1,9GI2A-8C06-5,5,Professional_Developer,8,26,Male,High School;University,USA,Java; Ruby
836,66Ca0C2e-63-1,HIT04_7,35,64.119,Sat 2015 Jul 11 10:12:49.15,3,3,0,1,0,0,NO,3,just it not run ,1,1,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
838,48ea9I-9E1-30,HIT04_7,35,197.043,Sat 2015 Jul 11 20:29:48.04,3,4,0,1,0,0,NO,3,Timeperiod .getStart() method returns java.util.Date as per java api . So it won't cause any issues while getting the value of time to 'start' variable,1,1,29ii5g2i4-31,5,Professional_Developer,2,30,Male,University,USA,java; peoplesoft
840,26aC-9e4I-9-2-5,HIT04_7,35,118.517,Sun 2015 Jul 12 11:25:15.54,3,3,0,1,0,0,NO,3,the Start code the reason for the failure it can't have the period.getStart().getTime() function return values ,1,1,20iA3a-7c0-89:98iC3e-9a0-9-6:82Ig0g4c090,5,Professional_Developer,2,27,Male,University,India,C++
842,693ec4I4C8-47,HIT04_7,64,370.394,Tue 2015 Jul 07 11:09:40.30,2,4,0,1,0,0,NO,1,In my view point; there are no issue in that particulate line 313.,2,2,507CG0A-2i1-4-3,5,Professional_Developer,7,35,Male,University;Web,India,Java; Python
843,680ia-6e6a-9-7-9,HIT04_7,64,401.187,Tue 2015 Jul 07 11:28:55.25,0,5,0,0,0,0,IDK,1,I couldn't judge the program error as there was no complete program which defines public class. ,2,2,433Ae7e8c5-90,5,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
844,667Ae-9A-7e4-3-4,HIT04_7,64,161.304,Tue 2015 Jul 07 12:01:05.00,3,4,0,1,0,0,NO,1,I don't think there will be an issue with the method chaining.  It seems like it is done correctly.,2,2,651iA8E0i-867,5,Professional_Developer,10,30,Male,University,United States,JavaScript
847,628Gi-9g-7A-1-8-9,HIT04_7,64,34.384,Tue 2015 Jul 07 13:17:55.78,2,3,0,0,0,1,YES,1,yes i feel there is an issue in that line,2,2,1535eC4G4g-8-85:827Ca-4g2e-90-5,5,Professional_Developer,1,25,Male,University,India,JAVA
848,615gg-1A-3E-7-4-9,HIT04_7,64,762.455,Tue 2015 Jul 07 14:04:46.89,3,4,0,1,0,0,NO,1,On first blush; line 313 seems within spec.  Especially when considering how previous lines establish that periods have both a getStart and getEnd method; and the results of those have getTime methods.  However; without access to how those objects work; I'm loathe to rule out any possibilities.,2,2,893ec6i-1a-49-2,4,Professional_Developer,17,32,Male,High School;University;Web;Other Books,USA,Javascript
850,680ia-6e6a-9-7-9,HIT04_7,64,289.407,Wed 2015 Jul 08 09:14:41.31,5,3,0,0,0,1,YES,1,It simply tells that the assertion to test for equality fails since it is expecting a value of 1 but was given another value. ,2,2,103Ee-8a6i-3-7-8:873AG0a3i770,4,Professional_Developer,10,35,Male,University;Other Work,United States of America,Java; PL/SQL
857,576cE-1E-6i518,HIT04_7,64,758.043,Fri 2015 Jul 10 13:16:35.33,0,4,0,0,0,0,IDK,1,Don't think because the problem seems to be with getMaxMiddleIndex which is nowhere called.,2,2,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
858,563aC-9g7I-1-77,HIT04_7,64,223.511,Fri 2015 Jul 10 14:50:41.66,4,4,0,1,0,0,NO,1,That calculates the minMiddleIndex. The assertion has to do with the maxMiddleIndex.,2,2,1592Eg1I-7A9-5-4,5,Professional_Developer,12,30,Male,High School;University;Web,United States,Java
863,655gG7c6g5-6-6,HIT04_7,63,1387.965,Tue 2015 Jul 07 12:45:32.29,4,2,0,1,0,0,NO,1,s.getMaxMiddleIndex() is 3 by the time it gets to the assertEquals test rather than the expected value of 1. Problem is lines 299 and 301 where minMiddleIndex is used accidentally. Classic copy paste error. There may be another issue of course. Can't tell without fixing that glaring one.,1,1,27Ei-8i0A-3-59:15cG-7i7C996,3,Professional_Developer,23,44,Male,High School;University,USA,RPG; Visual Basic
868,668AG3I-8E4-73,HIT04_7,63,56.677,Wed 2015 Jul 08 10:56:38.45,4,4,0,0,0,1,YES,1,The type of two variables are different,1,1,939aC8g5A220,4,Professional_Developer,15,37,Female,University,India,php
870,642ca1i-2C4-72,HIT04_7,63,333.353,Wed 2015 Jul 08 13:29:30.59,5,4,0,1,0,0,NO,1,minEnd is just for assigning value of 'getDataItem(this.minEndIndex).getPeriod().getEnd()' and to compare with 'end' variable of same type.,1,1,1013GI0e-3C-869,3,Professional_Developer,5,30,Female,University,India,Java
871,629II-4G5A1-59,HIT04_7,63,146.78,Wed 2015 Jul 08 16:02:05.18,5,3,0,1,0,0,NO,1,No because it is a valid variable that is getting assigned a valid value.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
